Date.Full,Show.Name,Show.Type,Statistics.Attendance,Statistics.Performances
1/1/1995,Beauty And The Beast,Musical,14175,8
1/1/1995,Miss Saigon,Musical,13943,9
1/1/1995,Show Boat,Musical,15344,8
1/1/1995,Sunset Boulevard,Musical,11970,7
1/8/1995,Beauty And The Beast,Musical,13942,8
1/8/1995,Miss Saigon,Musical,13382,8
1/8/1995,Show Boat,Musical,14375,8
1/8/1995,Sunset Boulevard,Musical,13680,8
1/15/1995,Beauty And The Beast,Musical,14029,8
1/15/1995,Miss Saigon,Musical,13587,8
1/15/1995,Show Boat,Musical,14556,8
1/15/1995,Sunset Boulevard,Musical,13680,8
1/22/1995,Beauty And The Beast,Musical,13066,8
1/22/1995,Miss Saigon,Musical,13015,8
1/22/1995,Show Boat,Musical,14420,8
1/22/1995,Sunset Boulevard,Musical,11970,7
1/29/1995,Beauty And The Beast,Musical,12684,8
1/29/1995,Miss Saigon,Musical,13358,8
1/29/1995,Show Boat,Musical,14157,8
1/29/1995,Sunset Boulevard,Musical,13680,8
2/5/1995,Beauty And The Beast,Musical,11347,8
2/5/1995,Miss Saigon,Musical,12120,8
2/5/1995,Show Boat,Musical,13279,8
2/5/1995,Sunset Boulevard,Musical,13680,8
2/12/1995,Beauty And The Beast,Musical,13012,8
2/12/1995,Miss Saigon,Musical,11835,8
2/12/1995,Show Boat,Musical,13157,8
2/12/1995,Smokey Joe'S Cafe,Musical,5774,0
2/12/1995,Sunset Boulevard,Musical,13411,8
2/19/1995,Beauty And The Beast,Musical,13779,8
2/19/1995,Miss Saigon,Musical,12920,8
2/19/1995,Show Boat,Musical,14573,8
2/19/1995,Smokey Joe'S Cafe,Musical,7969,0
2/19/1995,Sunset Boulevard,Musical,13306,8
2/26/1995,Beauty And The Beast,Musical,14030,8
2/26/1995,Miss Saigon,Musical,13809,8
2/26/1995,Show Boat,Musical,15182,8
2/26/1995,Smokey Joe'S Cafe,Musical,9570,0
2/26/1995,Sunset Boulevard,Musical,13680,8
3/5/1995,Beauty And The Beast,Musical,13038,8
3/5/1995,Miss Saigon,Musical,12655,8
3/5/1995,Show Boat,Musical,13650,8
3/5/1995,Smokey Joe'S Cafe,Musical,8806,4
3/5/1995,Sunset Boulevard,Musical,13680,8
3/12/1995,Beauty And The Beast,Musical,12778,8
3/12/1995,Miss Saigon,Musical,12335,8
3/12/1995,Show Boat,Musical,14007,8
3/12/1995,Smokey Joe'S Cafe,Musical,7864,8
3/12/1995,Sunset Boulevard,Musical,12996,8
3/19/1995,Beauty And The Beast,Musical,13300,8
3/19/1995,Miss Saigon,Musical,13285,8
3/19/1995,Show Boat,Musical,14073,8
3/19/1995,Smokey Joe'S Cafe,Musical,7632,8
3/19/1995,Sunset Boulevard,Musical,13680,8
3/26/1995,Beauty And The Beast,Musical,12958,8
3/26/1995,Miss Saigon,Musical,13199,8
3/26/1995,Show Boat,Musical,14026,8
3/26/1995,Smokey Joe'S Cafe,Musical,6914,8
3/26/1995,Sunset Boulevard,Musical,13680,8
4/2/1995,Beauty And The Beast,Musical,12496,8
4/2/1995,Miss Saigon,Musical,12990,8
4/2/1995,Show Boat,Musical,14061,8
4/2/1995,Smokey Joe'S Cafe,Musical,6575,8
4/2/1995,Sunset Boulevard,Musical,13680,8
4/9/1995,Beauty And The Beast,Musical,12874,8
4/9/1995,Miss Saigon,Musical,12781,8
4/9/1995,Show Boat,Musical,14133,8
4/9/1995,Smokey Joe'S Cafe,Musical,6661,8
4/9/1995,Sunset Boulevard,Musical,13680,8
4/16/1995,Beauty And The Beast,Musical,13903,8
4/16/1995,Miss Saigon,Musical,13532,8
4/16/1995,Show Boat,Musical,14581,8
4/16/1995,Smokey Joe'S Cafe,Musical,6760,8
4/16/1995,Sunset Boulevard,Musical,13680,8
4/23/1995,Beauty And The Beast,Musical,13907,8
4/23/1995,Miss Saigon,Musical,13651,8
4/23/1995,Show Boat,Musical,15174,8
4/23/1995,Smokey Joe'S Cafe,Musical,8675,8
4/23/1995,Sunset Boulevard,Musical,13680,8
4/30/1995,Beauty And The Beast,Musical,13219,8
4/30/1995,Miss Saigon,Musical,13220,8
4/30/1995,Show Boat,Musical,14437,8
4/30/1995,Smokey Joe'S Cafe,Musical,7415,8
4/30/1995,Sunset Boulevard,Musical,13680,8
5/7/1995,Beauty And The Beast,Musical,13227,8
5/7/1995,Miss Saigon,Musical,12744,8
5/7/1995,Show Boat,Musical,14578,8
5/7/1995,Smokey Joe'S Cafe,Musical,7518,8
5/7/1995,Sunset Boulevard,Musical,13680,8
5/14/1995,Beauty And The Beast,Musical,12754,8
5/14/1995,Miss Saigon,Musical,11941,8
5/14/1995,Show Boat,Musical,14131,8
5/14/1995,Smokey Joe'S Cafe,Musical,8409,8
5/14/1995,Sunset Boulevard,Musical,13680,8
5/21/1995,Beauty And The Beast,Musical,13611,8
5/21/1995,Miss Saigon,Musical,12628,8
5/21/1995,Show Boat,Musical,15028,8
5/21/1995,Smokey Joe'S Cafe,Musical,8806,8
5/21/1995,Sunset Boulevard,Musical,13680,8
5/28/1995,Beauty And The Beast,Musical,13551,8
5/28/1995,Miss Saigon,Musical,13308,8
5/28/1995,Show Boat,Musical,15007,8
5/28/1995,Smokey Joe'S Cafe,Musical,9077,8
5/28/1995,Sunset Boulevard,Musical,13680,8
6/4/1995,Beauty And The Beast,Musical,12165,8
6/4/1995,Cats,Musical,8443,8
6/4/1995,Chronicle Of A Death Foretold,Musical,4973,0
6/4/1995,How To Succeed In Business Without Really Trying,Musical,8197,8
6/4/1995,Kiss Of The Spider Woman,Musical,4537,8
6/4/1995,Les Miserables,Musical,10327,8
6/4/1995,Miss Saigon,Musical,12408,8
6/4/1995,Show Boat,Musical,13890,8
6/4/1995,Smokey Joe'S Cafe,Musical,8595,8
6/4/1995,Sunset Boulevard,Musical,13680,8
6/4/1995,Tommy,Musical,6007,8
6/11/1995,Beauty And The Beast,Musical,12634,8
6/11/1995,Miss Saigon,Musical,12611,8
6/11/1995,Show Boat,Musical,14843,8
6/11/1995,Smokey Joe'S Cafe,Musical,9695,8
6/11/1995,Sunset Boulevard,Musical,13680,8
6/18/1995,Beauty And The Beast,Musical,13253,8
6/18/1995,Miss Saigon,Musical,12816,8
6/18/1995,Show Boat,Musical,15169,8
6/18/1995,Smokey Joe'S Cafe,Musical,9684,8
6/18/1995,Sunset Boulevard,Musical,13680,8
6/25/1995,Beauty And The Beast,Musical,13452,8
6/25/1995,Miss Saigon,Musical,12990,8
6/25/1995,Show Boat,Musical,15094,8
6/25/1995,Smokey Joe'S Cafe,Musical,9737,8
6/25/1995,Sunset Boulevard,Musical,13680,8
7/2/1995,Beauty And The Beast,Musical,13070,8
7/2/1995,Miss Saigon,Musical,12650,8
7/2/1995,Show Boat,Musical,14355,8
7/2/1995,Smokey Joe'S Cafe,Musical,9653,8
7/2/1995,Sunset Boulevard,Musical,13680,8
7/9/1995,Beauty And The Beast,Musical,12855,8
7/9/1995,Miss Saigon,Musical,12799,8
7/9/1995,Show Boat,Musical,13368,8
7/9/1995,Smokey Joe'S Cafe,Musical,8926,8
7/9/1995,Sunset Boulevard,Musical,11756,8
7/16/1995,Beauty And The Beast,Musical,12807,8
7/16/1995,Miss Saigon,Musical,12462,8
7/16/1995,Show Boat,Musical,13547,8
7/16/1995,Smokey Joe'S Cafe,Musical,9083,8
7/16/1995,Sunset Boulevard,Musical,12889,8
7/23/1995,Beauty And The Beast,Musical,13449,8
7/23/1995,Miss Saigon,Musical,13044,8
7/23/1995,Show Boat,Musical,13684,8
7/23/1995,Smokey Joe'S Cafe,Musical,9509,8
7/23/1995,Sunset Boulevard,Musical,12545,8
7/30/1995,Beauty And The Beast,Musical,13733,8
7/30/1995,Miss Saigon,Musical,13272,8
7/30/1995,Show Boat,Musical,13612,8
7/30/1995,Smokey Joe'S Cafe,Musical,9337,8
7/30/1995,Sunset Boulevard,Musical,12770,8
8/6/1995,Beauty And The Beast,Musical,13282,8
8/6/1995,Miss Saigon,Musical,12383,8
8/6/1995,Show Boat,Musical,12766,8
8/6/1995,Smokey Joe'S Cafe,Musical,8963,8
8/6/1995,Sunset Boulevard,Musical,12320,8
8/13/1995,Beauty And The Beast,Musical,13883,8
8/13/1995,Miss Saigon,Musical,13662,8
8/13/1995,Show Boat,Musical,14341,8
8/13/1995,Smokey Joe'S Cafe,Musical,9756,8
8/13/1995,Sunset Boulevard,Musical,13232,8
8/20/1995,Beauty And The Beast,Musical,13786,8
8/20/1995,Miss Saigon,Musical,13742,8
8/20/1995,Show Boat,Musical,13692,8
8/20/1995,Smokey Joe'S Cafe,Musical,9546,8
8/20/1995,Sunset Boulevard,Musical,12857,8
8/27/1995,Beauty And The Beast,Musical,13276,8
8/27/1995,Miss Saigon,Musical,13164,8
8/27/1995,Show Boat,Musical,13309,8
8/27/1995,Smokey Joe'S Cafe,Musical,9056,8
8/27/1995,Sunset Boulevard,Musical,11997,8
9/3/1995,Beauty And The Beast,Musical,12590,8
9/3/1995,Company 95,Musical,3493,0
9/3/1995,Miss Saigon,Musical,12822,8
9/3/1995,Show Boat,Musical,13614,8
9/3/1995,Smokey Joe'S Cafe,Musical,8846,8
9/3/1995,Sunset Boulevard,Musical,12155,8
9/10/1995,Beauty And The Beast,Musical,12928,8
9/10/1995,Miss Saigon,Musical,11395,8
9/10/1995,Show Boat,Musical,13005,8
9/10/1995,Smokey Joe'S Cafe,Musical,7714,8
9/10/1995,Sunset Boulevard,Musical,11823,8
9/17/1995,Beauty And The Beast,Musical,12674,8
9/17/1995,Miss Saigon,Musical,11915,8
9/17/1995,Show Boat,Musical,13502,8
9/17/1995,Smokey Joe'S Cafe,Musical,8927,8
9/17/1995,Sunset Boulevard,Musical,12072,8
9/24/1995,Beauty And The Beast,Musical,12925,8
9/24/1995,Miss Saigon,Musical,12569,8
9/24/1995,Show Boat,Musical,14441,8
9/24/1995,Smokey Joe'S Cafe,Musical,9173,8
9/24/1995,Sunset Boulevard,Musical,12575,8
10/1/1995,Beauty And The Beast,Musical,12347,8
10/1/1995,Miss Saigon,Musical,12331,8
10/1/1995,Show Boat,Musical,14245,8
10/1/1995,Smokey Joe'S Cafe,Musical,8398,8
10/1/1995,Sunset Boulevard,Musical,12189,8
10/8/1995,Beauty And The Beast,Musical,13300,8
10/8/1995,Miss Saigon,Musical,12965,8
10/8/1995,Show Boat,Musical,14100,8
10/8/1995,Smokey Joe'S Cafe,Musical,9051,8
10/8/1995,Sunset Boulevard,Musical,12138,8
10/8/1995,Victor/Victoria,Musical,12895,0
10/15/1995,Beauty And The Beast,Musical,13629,8
10/15/1995,"Hello, Dolly!",Musical,9049,0
10/15/1995,Miss Saigon,Musical,13249,8
10/15/1995,Show Boat,Musical,14438,8
10/15/1995,Smokey Joe'S Cafe,Musical,9222,8
10/15/1995,Sunset Boulevard,Musical,12358,8
10/15/1995,Victor/Victoria,Musical,12836,0
10/22/1995,Beauty And The Beast,Musical,13090,8
10/22/1995,Miss Saigon,Musical,12977,8
10/22/1995,Show Boat,Musical,14397,8
10/22/1995,Smokey Joe'S Cafe,Musical,9532,8
10/22/1995,Sunset Boulevard,Musical,12246,8
10/22/1995,Victor/Victoria,Musical,12923,0
10/29/1995,Beauty And The Beast,Musical,13165,8
10/29/1995,Miss Saigon,Musical,12647,8
10/29/1995,Show Boat,Musical,14349,8
10/29/1995,Smokey Joe'S Cafe,Musical,9389,8
10/29/1995,Sunset Boulevard,Musical,12956,8
10/29/1995,Victor/Victoria,Musical,11298,7
11/5/1995,Beauty And The Beast,Musical,13120,8
11/5/1995,Miss Saigon,Musical,11671,8
11/5/1995,Show Boat,Musical,13382,8
11/5/1995,Smokey Joe'S Cafe,Musical,8532,8
11/5/1995,Sunset Boulevard,Musical,12171,8
11/5/1995,Victor/Victoria,Musical,12936,8
11/12/1995,Beauty And The Beast,Musical,12214,8
11/12/1995,Miss Saigon,Musical,11400,8
11/12/1995,Show Boat,Musical,13354,8
11/12/1995,Smokey Joe'S Cafe,Musical,8290,8
11/12/1995,Sunset Boulevard,Musical,11512,8
11/12/1995,Victor/Victoria,Musical,12936,8
11/19/1995,Beauty And The Beast,Musical,12067,8
11/19/1995,Miss Saigon,Musical,11813,8
11/19/1995,Show Boat,Musical,13535,8
11/19/1995,Smokey Joe'S Cafe,Musical,8148,8
11/19/1995,Sunset Boulevard,Musical,12137,8
11/19/1995,Victor/Victoria,Musical,12936,8
11/26/1995,Beauty And The Beast,Musical,13838,8
11/26/1995,Miss Saigon,Musical,13510,8
11/26/1995,Show Boat,Musical,14008,8
11/26/1995,Smokey Joe'S Cafe,Musical,9366,8
11/26/1995,Sunset Boulevard,Musical,12767,8
11/26/1995,Victor/Victoria,Musical,12936,8
12/3/1995,Beauty And The Beast,Musical,13174,8
12/3/1995,Cats,Musical,7837,8
12/3/1995,Grease,Musical,7317,8
12/3/1995,Smokey Joe'S Cafe,Musical,7996,8
12/10/1995,Beauty And The Beast,Musical,13862,8
12/10/1995,Cats,Musical,9484,8
12/10/1995,Grease,Musical,7681,8
12/10/1995,Smokey Joe'S Cafe,Musical,8951,8
12/17/1995,Beauty And The Beast,Musical,13486,8
12/17/1995,Cats,Musical,8666,8
12/17/1995,Grease,Musical,7453,8
12/17/1995,Smokey Joe'S Cafe,Musical,8400,8
12/24/1995,Beauty And The Beast,Musical,13375,8
12/24/1995,Cats,Musical,11281,8
12/24/1995,Grease,Musical,7470,8
12/24/1995,Smokey Joe'S Cafe,Musical,7476,8
12/31/1995,Beauty And The Beast,Musical,14104,8
12/31/1995,Cats,Musical,12087,8
12/31/1995,Grease,Musical,10082,9
12/31/1995,Smokey Joe'S Cafe,Musical,10548,9
1/7/1996,Beauty And The Beast,Musical,13608,8
1/7/1996,Cats,Musical,8514,8
1/7/1996,Grease,Musical,6671,7
1/7/1996,Smokey Joe'S Cafe,Musical,7690,7
1/14/1996,Beauty And The Beast,Musical,12201,8
1/14/1996,Cats,Musical,7712,7
1/14/1996,Grease,Musical,7301,8
1/14/1996,Smokey Joe'S Cafe,Musical,7540,8
1/21/1996,Beauty And The Beast,Musical,12119,8
1/21/1996,Cats,Musical,8862,8
1/21/1996,Grease,Musical,7231,8
1/21/1996,Smokey Joe'S Cafe,Musical,7231,8
1/28/1996,Beauty And The Beast,Musical,12279,8
1/28/1996,Cats,Musical,8006,8
1/28/1996,Grease,Musical,7169,8
1/28/1996,Smokey Joe'S Cafe,Musical,8319,8
2/4/1996,Beauty And The Beast,Musical,10681,8
2/4/1996,Cats,Musical,6852,8
2/4/1996,Grease,Musical,5804,8
2/4/1996,Smokey Joe'S Cafe,Musical,7541,8
2/11/1996,Beauty And The Beast,Musical,11818,8
2/11/1996,Cats,Musical,8184,8
2/11/1996,Grease,Musical,6602,8
2/11/1996,Smokey Joe'S Cafe,Musical,8455,8
2/18/1996,Beauty And The Beast,Musical,13314,8
2/18/1996,Cats,Musical,10199,8
2/18/1996,Grease,Musical,8431,8
2/18/1996,Smokey Joe'S Cafe,Musical,8747,8
2/25/1996,Beauty And The Beast,Musical,13920,8
2/25/1996,Cats,Musical,11557,8
2/25/1996,Grease,Musical,8753,8
2/25/1996,Smokey Joe'S Cafe,Musical,9466,8
3/3/1996,Beauty And The Beast,Musical,12337,8
3/3/1996,Cats,Musical,8856,8
3/3/1996,Grease,Musical,7002,8
3/3/1996,Smokey Joe'S Cafe,Musical,8011,8
3/10/1996,Beauty And The Beast,Musical,12266,8
3/10/1996,Cats,Musical,9954,8
3/10/1996,Grease,Musical,6879,8
3/10/1996,Smokey Joe'S Cafe,Musical,7817,8
3/17/1996,Beauty And The Beast,Musical,12550,8
3/17/1996,Cats,Musical,10493,8
3/17/1996,Grease,Musical,8263,8
3/17/1996,Smokey Joe'S Cafe,Musical,9158,8
3/24/1996,A Funny Thing Happened On The Way To The Forum,Musical,9241,0
3/24/1996,Beauty And The Beast,Musical,12572,8
3/24/1996,Cats,Musical,10684,8
3/24/1996,Grease,Musical,8585,8
3/24/1996,Smokey Joe'S Cafe,Musical,8637,8
3/31/1996,A Funny Thing Happened On The Way To The Forum,Musical,8779,0
3/31/1996,Beauty And The Beast,Musical,12742,8
3/31/1996,Cats,Musical,10762,8
3/31/1996,Grease,Musical,8016,8
3/31/1996,Smokey Joe'S Cafe,Musical,8855,8
4/7/1996,A Funny Thing Happened On The Way To The Forum,Musical,9281,0
4/7/1996,Beauty And The Beast,Musical,13528,8
4/7/1996,Cats,Musical,11652,8
4/7/1996,Grease,Musical,8798,8
4/7/1996,Smokey Joe'S Cafe,Musical,8056,8
4/14/1996,A Funny Thing Happened On The Way To The Forum,Musical,10435,0
4/14/1996,Beauty And The Beast,Musical,13250,8
4/14/1996,Big,Musical,8562,0
4/14/1996,"Bring In Da Noise, Bring In Da Funk",Musical,5962,0
4/14/1996,Cats,Musical,11785,8
4/14/1996,Grease,Musical,8777,8
4/14/1996,Smokey Joe'S Cafe,Musical,9022,8
4/21/1996,A Funny Thing Happened On The Way To The Forum,Musical,8588,4
4/21/1996,Beauty And The Beast,Musical,12487,8
4/21/1996,Big,Musical,9614,0
4/21/1996,"Bring In Da Noise, Bring In Da Funk",Musical,6005,0
4/21/1996,Cats,Musical,10096,8
4/21/1996,Grease,Musical,8143,8
4/21/1996,Smokey Joe'S Cafe,Musical,8220,8
4/28/1996,A Funny Thing Happened On The Way To The Forum,Musical,10092,8
4/28/1996,Beauty And The Beast,Musical,12945,8
4/28/1996,Big,Musical,8282,1
4/28/1996,"Bring In Da Noise, Bring In Da Funk",Musical,6196,8
4/28/1996,Cats,Musical,10205,8
4/28/1996,Grease,Musical,7465,8
4/28/1996,Smokey Joe'S Cafe,Musical,8715,8
5/5/1996,A Funny Thing Happened On The Way To The Forum,Musical,10285,8
5/5/1996,Beauty And The Beast,Musical,12679,8
5/5/1996,Big,Musical,9131,8
5/5/1996,"Bring In Da Noise, Bring In Da Funk",Musical,6878,8
5/5/1996,Cats,Musical,10639,8
5/5/1996,Grease,Musical,6868,8
5/5/1996,Smokey Joe'S Cafe,Musical,7650,8
5/12/1996,A Funny Thing Happened On The Way To The Forum,Musical,10616,8
5/12/1996,Beauty And The Beast,Musical,11515,8
5/12/1996,Big,Musical,9621,8
5/12/1996,"Bring In Da Noise, Bring In Da Funk",Musical,8046,8
5/12/1996,Cats,Musical,9624,8
5/12/1996,Grease,Musical,6800,8
5/12/1996,Smokey Joe'S Cafe,Musical,7205,8
5/19/1996,A Funny Thing Happened On The Way To The Forum,Musical,11007,8
5/19/1996,Beauty And The Beast,Musical,12260,8
5/19/1996,Big,Musical,9522,8
5/19/1996,"Bring In Da Noise, Bring In Da Funk",Musical,7986,8
5/19/1996,Cats,Musical,10557,8
5/19/1996,Grease,Musical,7726,8
5/19/1996,Smokey Joe'S Cafe,Musical,7602,8
5/26/1996,A Funny Thing Happened On The Way To The Forum,Musical,11292,8
5/26/1996,Beauty And The Beast,Musical,12504,8
5/26/1996,Big,Musical,9206,8
5/26/1996,"Bring In Da Noise, Bring In Da Funk",Musical,7760,8
5/26/1996,Cats,Musical,10137,8
5/26/1996,Grease,Musical,7315,8
5/26/1996,Smokey Joe'S Cafe,Musical,7429,8
6/2/1996,A Funny Thing Happened On The Way To The Forum,Musical,10250,8
6/2/1996,Beauty And The Beast,Musical,11588,8
6/2/1996,Big,Musical,8192,8
6/2/1996,"Bring In Da Noise, Bring In Da Funk",Musical,7590,8
6/2/1996,Cats,Musical,9612,8
6/2/1996,Grease,Musical,6251,8
6/2/1996,How To Succeed In Business Without Really Trying,Musical,9036,8
6/2/1996,Les Miserables,Musical,10742,8
6/2/1996,Miss Saigon,Musical,11645,8
6/2/1996,Rent,Musical,9560,8
6/2/1996,Show Boat,Musical,11404,8
6/2/1996,Smokey Joe'S Cafe,Musical,6592,8
6/2/1996,State Fair,Musical,3526,8
6/2/1996,Sunset Boulevard,Musical,9461,8
6/2/1996,The King And I 96,Musical,9865,8
6/2/1996,The Phantom Of The Opera,Musical,13080,8
6/2/1996,Victor/Victoria,Musical,10659,8
6/9/1996,A Funny Thing Happened On The Way To The Forum,Musical,11258,8
6/9/1996,Beauty And The Beast,Musical,12202,8
6/9/1996,Big,Musical,8709,8
6/9/1996,"Bring In Da Noise, Bring In Da Funk",Musical,8472,8
6/9/1996,Cats,Musical,9180,8
6/9/1996,Grease,Musical,6022,8
6/9/1996,How To Succeed In Business Without Really Trying,Musical,9769,8
6/9/1996,Les Miserables,Musical,10632,8
6/9/1996,Miss Saigon,Musical,11009,8
6/9/1996,Rent,Musical,9560,8
6/9/1996,Show Boat,Musical,9602,8
6/9/1996,Smokey Joe'S Cafe,Musical,7119,8
6/9/1996,State Fair,Musical,3636,8
6/9/1996,Sunset Boulevard,Musical,12272,8
6/9/1996,The King And I 96,Musical,9819,8
6/9/1996,The Phantom Of The Opera,Musical,13080,8
6/9/1996,Victor/Victoria,Musical,12282,8
6/16/1996,A Funny Thing Happened On The Way To The Forum,Musical,11175,8
6/16/1996,Beauty And The Beast,Musical,11032,8
6/16/1996,Big,Musical,8399,8
6/16/1996,"Bring In Da Noise, Bring In Da Funk",Musical,8242,8
6/16/1996,Cats,Musical,9229,8
6/16/1996,Grease,Musical,6371,8
6/16/1996,How To Succeed In Business Without Really Trying,Musical,10055,8
6/16/1996,Les Miserables,Musical,10061,8
6/16/1996,Miss Saigon,Musical,10603,8
6/16/1996,Rent,Musical,9560,8
6/16/1996,Show Boat,Musical,10289,8
6/16/1996,Smokey Joe'S Cafe,Musical,6848,8
6/16/1996,State Fair,Musical,3539,8
6/16/1996,Sunset Boulevard,Musical,11396,8
6/16/1996,The King And I 96,Musical,10030,8
6/16/1996,The Phantom Of The Opera,Musical,13074,8
6/16/1996,Victor/Victoria,Musical,11264,8
6/23/1996,A Funny Thing Happened On The Way To The Forum,Musical,11498,8
6/23/1996,Beauty And The Beast,Musical,12614,8
6/23/1996,Big,Musical,9276,8
6/23/1996,"Bring In Da Noise, Bring In Da Funk",Musical,8409,8
6/23/1996,Cats,Musical,9112,8
6/23/1996,Grease,Musical,7795,8
6/23/1996,How To Succeed In Business Without Really Trying,Musical,10727,8
6/23/1996,Les Miserables,Musical,10408,8
6/23/1996,Miss Saigon,Musical,10747,8
6/23/1996,Rent,Musical,9560,8
6/23/1996,Show Boat,Musical,11646,8
6/23/1996,Smokey Joe'S Cafe,Musical,7246,8
6/23/1996,State Fair,Musical,3543,8
6/23/1996,Sunset Boulevard,Musical,12952,8
6/23/1996,The King And I 96,Musical,10464,8
6/23/1996,The Phantom Of The Opera,Musical,12966,8
6/23/1996,Victor/Victoria,Musical,11098,8
6/30/1996,A Funny Thing Happened On The Way To The Forum,Musical,11638,8
6/30/1996,Beauty And The Beast,Musical,12126,8
6/30/1996,Big,Musical,8917,8
6/30/1996,"Bring In Da Noise, Bring In Da Funk",Musical,8571,8
6/30/1996,Cats,Musical,8595,8
6/30/1996,Grease,Musical,7959,8
6/30/1996,How To Succeed In Business Without Really Trying,Musical,10782,8
6/30/1996,Les Miserables,Musical,10742,8
6/30/1996,Miss Saigon,Musical,12275,8
6/30/1996,Rent,Musical,9560,8
6/30/1996,Show Boat,Musical,11316,8
6/30/1996,Smokey Joe'S Cafe,Musical,7388,8
6/30/1996,State Fair,Musical,4237,8
6/30/1996,Sunset Boulevard,Musical,12898,8
6/30/1996,The King And I 96,Musical,10331,8
6/30/1996,The Phantom Of The Opera,Musical,13080,8
6/30/1996,Victor/Victoria,Musical,10036,8
7/7/1996,A Funny Thing Happened On The Way To The Forum,Musical,9793,8
7/7/1996,Beauty And The Beast,Musical,11830,8
7/7/1996,Big,Musical,10134,8
7/7/1996,"Bring In Da Noise, Bring In Da Funk",Musical,8476,8
7/7/1996,Cats,Musical,9309,8
7/7/1996,Grease,Musical,7184,8
7/7/1996,How To Succeed In Business Without Really Trying,Musical,10716,8
7/7/1996,Les Miserables,Musical,10807,8
7/7/1996,Miss Saigon,Musical,11697,8
7/7/1996,Rent,Musical,9560,8
7/7/1996,Show Boat,Musical,10211,8
7/7/1996,Smokey Joe'S Cafe,Musical,6651,8
7/7/1996,Sunset Boulevard,Musical,11453,8
7/7/1996,The King And I 96,Musical,9133,8
7/7/1996,The Phantom Of The Opera,Musical,12556,8
7/7/1996,Victor/Victoria,Musical,8357,8
7/14/1996,A Funny Thing Happened On The Way To The Forum,Musical,10440,8
7/14/1996,Beauty And The Beast,Musical,11953,8
7/14/1996,Big,Musical,9525,8
7/14/1996,"Bring In Da Noise, Bring In Da Funk",Musical,8523,8
7/14/1996,Cats,Musical,10026,8
7/14/1996,Grease,Musical,7965,8
7/14/1996,How To Succeed In Business Without Really Trying,Musical,10880,8
7/14/1996,Les Miserables,Musical,10447,8
7/14/1996,Miss Saigon,Musical,11712,8
7/14/1996,Rent,Musical,9560,8
7/14/1996,Show Boat,Musical,12997,8
7/14/1996,Smokey Joe'S Cafe,Musical,6935,8
7/14/1996,Sunset Boulevard,Musical,12166,8
7/14/1996,The King And I 96,Musical,8831,8
7/14/1996,The Phantom Of The Opera,Musical,13080,8
7/14/1996,Victor/Victoria,Musical,8831,8
7/21/1996,A Funny Thing Happened On The Way To The Forum,Musical,10065,8
7/21/1996,Beauty And The Beast,Musical,12535,8
7/21/1996,Big,Musical,9674,8
7/21/1996,"Bring In Da Noise, Bring In Da Funk",Musical,8283,8
7/21/1996,Cats,Musical,10424,8
7/21/1996,Grease,Musical,7782,8
7/21/1996,Les Miserables,Musical,11041,8
7/21/1996,Miss Saigon,Musical,12782,8
7/21/1996,Rent,Musical,9560,8
7/21/1996,Show Boat,Musical,12902,8
7/21/1996,Smokey Joe'S Cafe,Musical,8039,8
7/21/1996,Sunset Boulevard,Musical,12553,8
7/21/1996,The King And I 96,Musical,10126,8
7/21/1996,The Phantom Of The Opera,Musical,13080,8
7/21/1996,Victor/Victoria,Musical,8843,8
7/28/1996,A Funny Thing Happened On The Way To The Forum,Musical,10562,8
7/28/1996,Beauty And The Beast,Musical,12494,8
7/28/1996,Big,Musical,9341,8
7/28/1996,"Bring In Da Noise, Bring In Da Funk",Musical,8205,8
7/28/1996,Cats,Musical,10150,8
7/28/1996,Grease,Musical,7856,8
7/28/1996,Les Miserables,Musical,11143,8
7/28/1996,Miss Saigon,Musical,12960,8
7/28/1996,Rent,Musical,9560,8
7/28/1996,Show Boat,Musical,11861,8
7/28/1996,Smokey Joe'S Cafe,Musical,7221,8
7/28/1996,Sunset Boulevard,Musical,12405,8
7/28/1996,The King And I 96,Musical,9830,8
7/28/1996,The Phantom Of The Opera,Musical,13080,8
7/28/1996,Victor/Victoria,Musical,9085,8
8/4/1996,A Funny Thing Happened On The Way To The Forum,Musical,9949,8
8/4/1996,Beauty And The Beast,Musical,12239,8
8/4/1996,Big,Musical,8946,8
8/4/1996,"Bring In Da Noise, Bring In Da Funk",Musical,8417,8
8/4/1996,Cats,Musical,10373,8
8/4/1996,Grease,Musical,8209,8
8/4/1996,Les Miserables,Musical,11183,8
8/4/1996,Miss Saigon,Musical,12690,8
8/4/1996,Rent,Musical,9560,8
8/4/1996,Show Boat,Musical,12169,8
8/4/1996,Smokey Joe'S Cafe,Musical,7393,8
8/4/1996,Sunset Boulevard,Musical,12371,8
8/4/1996,The King And I 96,Musical,9654,8
8/4/1996,The Phantom Of The Opera,Musical,13015,8
8/4/1996,Victor/Victoria,Musical,8043,8
8/11/1996,A Funny Thing Happened On The Way To The Forum,Musical,10860,8
8/11/1996,Beauty And The Beast,Musical,12380,8
8/11/1996,Big,Musical,8208,8
8/11/1996,"Bring In Da Noise, Bring In Da Funk",Musical,8418,8
8/11/1996,Cats,Musical,10650,8
8/11/1996,Grease,Musical,8331,8
8/11/1996,Les Miserables,Musical,11160,8
8/11/1996,Miss Saigon,Musical,13114,8
