Date.Full,Show.Name,Show.Type,Statistics.Attendance,Statistics.Performances
2/2/2003,La Bohème,Musical,9439,8
2/2/2003,Les Miserables,Musical,8547,8
2/2/2003,Mamma Mia!,Musical,9551,8
2/2/2003,Man Of La Mancha 02,Musical,6956,8
2/2/2003,Movin' Out,Musical,7718,8
2/2/2003,Oklahoma!,Musical,6275,8
2/2/2003,Rent,Musical,5477,8
2/2/2003,The Lion King,Musical,10241,8
2/2/2003,The Phantom Of The Opera,Musical,6613,8
2/2/2003,The Producers,Musical,10664,8
2/2/2003,Thoroughly Modern Millie,Musical,9054,8
2/2/2003,Urinetown,Musical,3397,8
2/9/2003,42Nd Street '01,Musical,10304,8
2/9/2003,Aida,Musical,9147,8
2/9/2003,Beauty And The Beast,Musical,8730,8
2/9/2003,Cabaret 98,Musical,5809,8
2/9/2003,Chicago,Musical,8158,8
2/9/2003,Flower Drum Song,Musical,5918,8
2/9/2003,Hairspray,Musical,11199,8
2/9/2003,La Bohème,Musical,9454,8
2/9/2003,Les Miserables,Musical,9733,8
2/9/2003,Mamma Mia!,Musical,10490,8
2/9/2003,Man Of La Mancha 02,Musical,7954,8
2/9/2003,Movin' Out,Musical,7975,8
2/9/2003,Oklahoma!,Musical,7924,8
2/9/2003,Rent,Musical,5974,8
2/9/2003,The Lion King,Musical,12359,8
2/9/2003,The Phantom Of The Opera,Musical,7747,8
2/9/2003,The Producers,Musical,10751,8
2/9/2003,Thoroughly Modern Millie,Musical,9731,8
2/9/2003,Urinetown,Musical,3511,8
2/16/2003,42Nd Street '01,Musical,12195,8
2/16/2003,Aida,Musical,11231,8
2/16/2003,Beauty And The Beast,Musical,10809,8
2/16/2003,Cabaret 98,Musical,6832,8
2/16/2003,Chicago,Musical,8236,8
2/16/2003,Flower Drum Song,Musical,7683,8
2/16/2003,Hairspray,Musical,11044,8
2/16/2003,La Bohème,Musical,10335,8
2/16/2003,Les Miserables,Musical,10022,8
2/16/2003,Mamma Mia!,Musical,10117,8
2/16/2003,Man Of La Mancha 02,Musical,8014,8
2/16/2003,Movin' Out,Musical,8414,8
2/16/2003,Oklahoma!,Musical,10061,8
2/16/2003,Rent,Musical,7474,8
2/16/2003,The Lion King,Musical,13945,8
2/16/2003,The Phantom Of The Opera,Musical,8948,8
2/16/2003,The Producers,Musical,10889,8
2/16/2003,Thoroughly Modern Millie,Musical,9992,8
2/16/2003,Urinetown,Musical,3836,8
2/23/2003,42Nd Street '01,Musical,11071,8
2/23/2003,Aida,Musical,10568,8
2/23/2003,Beauty And The Beast,Musical,10633,8
2/23/2003,Cabaret 98,Musical,6996,8
2/23/2003,Chicago,Musical,8593,8
2/23/2003,Flower Drum Song,Musical,5064,8
2/23/2003,Hairspray,Musical,11557,8
2/23/2003,La Bohème,Musical,9178,8
2/23/2003,Les Miserables,Musical,10813,8
2/23/2003,Mamma Mia!,Musical,11563,8
2/23/2003,Man Of La Mancha 02,Musical,6652,8
2/23/2003,Movin' Out,Musical,8385,8
2/23/2003,Oklahoma!,Musical,10570,8
2/23/2003,Rent,Musical,7284,8
2/23/2003,The Lion King,Musical,14455,8
2/23/2003,The Phantom Of The Opera,Musical,8952,7
2/23/2003,The Producers,Musical,11666,8
2/23/2003,Thoroughly Modern Millie,Musical,11356,8
2/23/2003,Urinetown,Musical,4316,8
3/2/2003,42Nd Street '01,Musical,11294,8
3/2/2003,Aida,Musical,8950,8
3/2/2003,Beauty And The Beast,Musical,8699,8
3/2/2003,Cabaret 98,Musical,6573,8
3/2/2003,Chicago,Musical,8449,8
3/2/2003,Flower Drum Song,Musical,5497,8
3/2/2003,Hairspray,Musical,11003,8
3/2/2003,La Bohème,Musical,8266,8
3/2/2003,Les Miserables,Musical,9784,8
3/2/2003,Mamma Mia!,Musical,10240,8
3/2/2003,Man Of La Mancha 02,Musical,6662,8
3/2/2003,Movin' Out,Musical,7802,8
3/2/2003,Rent,Musical,6027,8
3/2/2003,The Lion King,Musical,12887,8
3/2/2003,The Phantom Of The Opera,Musical,7793,8
3/2/2003,The Producers,Musical,10399,8
3/2/2003,Thoroughly Modern Millie,Musical,9166,8
3/2/2003,Urban Cowboy,Musical,1005,0
3/2/2003,Urinetown,Musical,3722,8
3/9/2003,42Nd Street '01,Musical,3245,4
3/9/2003,Aida,Musical,3483,4
3/9/2003,Beauty And The Beast,Musical,3034,3
3/9/2003,Cabaret 98,Musical,6915,8
3/9/2003,Chicago,Musical,3096,3
3/9/2003,Flower Drum Song,Musical,2789,4
3/9/2003,Hairspray,Musical,5500,4
3/9/2003,La Bohème,Musical,3102,4
3/9/2003,Les Miserables,Musical,4356,4
3/9/2003,Mamma Mia!,Musical,4588,4
3/9/2003,Man Of La Mancha 02,Musical,3316,4
3/9/2003,Movin' Out,Musical,2777,4
3/9/2003,Rent,Musical,2272,3
3/9/2003,The Lion King,Musical,5862,4
3/9/2003,The Phantom Of The Opera,Musical,4174,5
3/9/2003,The Producers,Musical,4454,4
3/9/2003,Thoroughly Modern Millie,Musical,3255,4
3/9/2003,Urban Cowboy,Musical,748,0
3/9/2003,Urinetown,Musical,1540,4
3/16/2003,42Nd Street '01,Musical,11534,8
3/16/2003,Aida,Musical,10538,8
3/16/2003,Beauty And The Beast,Musical,10083,8
3/16/2003,Cabaret 98,Musical,7174,8
3/16/2003,Chicago,Musical,7535,7
3/16/2003,Flower Drum Song,Musical,7900,8
3/16/2003,Hairspray,Musical,11463,8
3/16/2003,La Bohème,Musical,7456,8
3/16/2003,Les Miserables,Musical,10310,8
3/16/2003,Mamma Mia!,Musical,10585,8
3/16/2003,Man Of La Mancha 02,Musical,7440,8
3/16/2003,Movin' Out,Musical,7638,8
3/16/2003,Rent,Musical,7385,7
3/16/2003,The Lion King,Musical,13894,8
3/16/2003,The Phantom Of The Opera,Musical,9011,7
3/16/2003,The Producers,Musical,11556,8
3/16/2003,Thoroughly Modern Millie,Musical,11511,8
3/16/2003,Urban Cowboy,Musical,1908,0
3/16/2003,Urinetown,Musical,4330,8
3/23/2003,42Nd Street '01,Musical,11434,8
3/23/2003,Aida,Musical,10885,8
3/23/2003,Beauty And The Beast,Musical,9821,8
3/23/2003,Cabaret 98,Musical,7027,8
3/23/2003,Chicago,Musical,8565,8
3/23/2003,Hairspray,Musical,11560,8
3/23/2003,La Bohème,Musical,8372,8
3/23/2003,Les Miserables,Musical,10363,8
3/23/2003,Mamma Mia!,Musical,11442,8
3/23/2003,Man Of La Mancha 02,Musical,7533,8
3/23/2003,Movin' Out,Musical,8252,8
3/23/2003,Nine,Musical,3921,0
3/23/2003,Rent,Musical,7752,8
3/23/2003,The Lion King,Musical,14422,8
3/23/2003,The Phantom Of The Opera,Musical,11802,8
3/23/2003,The Producers,Musical,12242,8
3/23/2003,Thoroughly Modern Millie,Musical,11421,8
3/23/2003,Urban Cowboy,Musical,2947,0
3/23/2003,Urinetown,Musical,4738,8
3/30/2003,42Nd Street '01,Musical,11259,8
3/30/2003,Aida,Musical,9658,8
3/30/2003,Beauty And The Beast,Musical,8493,8
3/30/2003,Cabaret 98,Musical,6843,8
3/30/2003,Chicago,Musical,8695,8
3/30/2003,Hairspray,Musical,11544,8
3/30/2003,La Bohème,Musical,8221,7
3/30/2003,Les Miserables,Musical,10079,8
3/30/2003,Mamma Mia!,Musical,10935,8
3/30/2003,Man Of La Mancha 02,Musical,6268,8
3/30/2003,Movin' Out,Musical,7715,8
3/30/2003,Nine,Musical,7500,0
3/30/2003,Rent,Musical,7439,8
3/30/2003,The Lion King,Musical,14349,8
3/30/2003,The Phantom Of The Opera,Musical,11327,8
3/30/2003,The Producers,Musical,11677,8
3/30/2003,Thoroughly Modern Millie,Musical,10185,8
3/30/2003,Urban Cowboy,Musical,2701,4
3/30/2003,Urinetown,Musical,4534,8
4/6/2003,42Nd Street '01,Musical,9377,8
4/6/2003,A Year With Frog And Toad,Musical,2068,0
4/6/2003,Aida,Musical,8639,8
4/6/2003,Beauty And The Beast,Musical,8701,8
4/6/2003,Cabaret 98,Musical,5885,8
4/6/2003,Chicago,Musical,8181,8
4/6/2003,Gypsy '03,Musical,8228,0
4/6/2003,Hairspray,Musical,11234,8
4/6/2003,La Bohème,Musical,8300,8
4/6/2003,Les Miserables,Musical,8888,8
4/6/2003,Mamma Mia!,Musical,9508,8
4/6/2003,Man Of La Mancha 02,Musical,5106,8
4/6/2003,Movin' Out,Musical,7291,8
4/6/2003,Nine,Musical,7384,0
4/6/2003,Rent,Musical,5190,8
4/6/2003,The Lion King,Musical,12852,8
4/6/2003,The Look Of Love,Musical,2716,0
4/6/2003,The Phantom Of The Opera,Musical,9099,8
4/6/2003,The Producers,Musical,10833,8
4/6/2003,Thoroughly Modern Millie,Musical,9467,8
4/6/2003,Urban Cowboy,Musical,2681,8
4/6/2003,Urinetown,Musical,3267,8
4/13/2003,42Nd Street '01,Musical,10892,8
4/13/2003,A Year With Frog And Toad,Musical,2108,1
4/13/2003,Aida,Musical,9198,8
4/13/2003,Beauty And The Beast,Musical,8625,8
4/13/2003,Cabaret 98,Musical,6085,8
4/13/2003,Chicago,Musical,8384,8
4/13/2003,Gypsy '03,Musical,8111,0
4/13/2003,Hairspray,Musical,11112,8
4/13/2003,La Bohème,Musical,8303,8
4/13/2003,Les Miserables,Musical,8827,8
4/13/2003,Mamma Mia!,Musical,10393,8
4/13/2003,Man Of La Mancha 02,Musical,7064,8
4/13/2003,Movin' Out,Musical,6652,8
4/13/2003,Nine,Musical,6802,5
4/13/2003,Rent,Musical,6552,8
4/13/2003,The Lion King,Musical,13434,8
4/13/2003,The Look Of Love,Musical,5728,0
4/13/2003,The Phantom Of The Opera,Musical,9758,8
4/13/2003,The Producers,Musical,10866,8
4/13/2003,Thoroughly Modern Millie,Musical,9661,8
4/13/2003,Urban Cowboy,Musical,3195,8
4/13/2003,Urinetown,Musical,3882,8
4/20/2003,42Nd Street '01,Musical,12273,8
4/20/2003,A Year With Frog And Toad,Musical,4077,8
4/20/2003,Aida,Musical,10637,8
4/20/2003,Beauty And The Beast,Musical,10647,8
4/20/2003,Cabaret 98,Musical,6621,8
4/20/2003,Chicago,Musical,8503,8
4/20/2003,Gypsy '03,Musical,9140,0
4/20/2003,Hairspray,Musical,11520,8
4/20/2003,La Bohème,Musical,8152,8
4/20/2003,Les Miserables,Musical,10722,8
4/20/2003,Mamma Mia!,Musical,11661,8
4/20/2003,Man Of La Mancha 02,Musical,8001,8
4/20/2003,Movin' Out,Musical,7553,8
4/20/2003,Nine,Musical,7958,8
4/20/2003,Rent,Musical,7085,8
4/20/2003,The Lion King,Musical,14443,8
4/20/2003,The Look Of Love,Musical,5021,0
4/20/2003,The Phantom Of The Opera,Musical,12359,8
4/20/2003,The Producers,Musical,11981,8
4/20/2003,Thoroughly Modern Millie,Musical,11492,8
4/20/2003,Urban Cowboy,Musical,1587,8
4/20/2003,Urinetown,Musical,4148,8
4/27/2003,42Nd Street '01,Musical,13390,8
4/27/2003,A Year With Frog And Toad,Musical,4701,8
4/27/2003,Aida,Musical,11780,8
4/27/2003,Beauty And The Beast,Musical,10528,8
4/27/2003,Cabaret 98,Musical,6970,8
4/27/2003,Chicago,Musical,8580,8
4/27/2003,Gypsy '03,Musical,9178,0
4/27/2003,Hairspray,Musical,11559,8
4/27/2003,La Bohème,Musical,9761,8
4/27/2003,Les Miserables,Musical,10801,8
4/27/2003,Mamma Mia!,Musical,12099,8
4/27/2003,Man Of La Mancha 02,Musical,9925,8
4/27/2003,Movin' Out,Musical,9021,8
4/27/2003,Nine,Musical,7469,7
4/27/2003,Rent,Musical,7716,8
4/27/2003,The Lion King,Musical,14457,8
4/27/2003,The Look Of Love,Musical,6273,0
4/27/2003,The Phantom Of The Opera,Musical,12652,8
4/27/2003,The Producers,Musical,12991,8
4/27/2003,Thoroughly Modern Millie,Musical,12036,8
4/27/2003,Urban Cowboy,Musical,2319,8
4/27/2003,Urinetown,Musical,4703,8
5/4/2003,42Nd Street '01,Musical,10602,8
5/4/2003,A Year With Frog And Toad,Musical,3104,8
5/4/2003,Aida,Musical,8765,8
5/4/2003,Beauty And The Beast,Musical,8485,8
5/4/2003,Cabaret 98,Musical,5468,8
5/4/2003,Chicago,Musical,8224,8
5/4/2003,Gypsy '03,Musical,8790,4
5/4/2003,Hairspray,Musical,11062,8
5/4/2003,La Bohème,Musical,7892,8
5/4/2003,Les Miserables,Musical,10776,8
5/4/2003,Mamma Mia!,Musical,10607,8
5/4/2003,Man Of La Mancha 02,Musical,7542,8
5/4/2003,Movin' Out,Musical,7613,8
5/4/2003,Nine,Musical,8363,8
5/4/2003,Rent,Musical,6352,8
5/4/2003,The Lion King,Musical,13623,8
5/4/2003,The Look Of Love,Musical,7271,1
5/4/2003,The Phantom Of The Opera,Musical,9313,8
5/4/2003,The Producers,Musical,11012,8
5/4/2003,Thoroughly Modern Millie,Musical,9514,8
5/4/2003,Urban Cowboy,Musical,1412,8
5/4/2003,Urinetown,Musical,3255,8
5/11/2003,42Nd Street '01,Musical,10282,8
5/11/2003,A Year With Frog And Toad,Musical,3067,8
5/11/2003,Aida,Musical,9424,8
5/11/2003,Beauty And The Beast,Musical,8032,8
5/11/2003,Cabaret 98,Musical,5657,8
5/11/2003,Chicago,Musical,8307,8
5/11/2003,Gypsy '03,Musical,8304,8
5/11/2003,Hairspray,Musical,11338,8
5/11/2003,La Bohème,Musical,7573,8
5/11/2003,Les Miserables,Musical,10850,8
5/11/2003,Mamma Mia!,Musical,10433,8
5/11/2003,Man Of La Mancha 02,Musical,8403,8
5/11/2003,Movin' Out,Musical,7636,8
5/11/2003,Nine,Musical,8316,8
5/11/2003,Rent,Musical,4819,8
5/11/2003,The Lion King,Musical,13245,8
5/11/2003,The Look Of Love,Musical,4435,8
5/11/2003,The Phantom Of The Opera,Musical,8304,8
5/11/2003,The Producers,Musical,10577,8
5/11/2003,Thoroughly Modern Millie,Musical,9113,8
5/11/2003,Urban Cowboy,Musical,1481,8
5/11/2003,Urinetown,Musical,3311,8
5/18/2003,42Nd Street '01,Musical,11589,8
5/18/2003,A Year With Frog And Toad,Musical,3657,8
5/18/2003,Aida,Musical,10990,8
5/18/2003,Beauty And The Beast,Musical,9439,8
5/18/2003,Cabaret 98,Musical,6219,8
5/18/2003,Chicago,Musical,8455,8
5/18/2003,Gypsy '03,Musical,10928,8
5/18/2003,Hairspray,Musical,11556,8
5/18/2003,La Bohème,Musical,8918,8
5/18/2003,Les Miserables,Musical,9947,8
5/18/2003,Mamma Mia!,Musical,11554,8
5/18/2003,Man Of La Mancha 02,Musical,9185,8
5/18/2003,Movin' Out,Musical,9095,8
5/18/2003,Nine,Musical,8382,8
5/18/2003,Rent,Musical,7308,8
5/18/2003,The Lion King,Musical,14449,8
5/18/2003,The Look Of Love,Musical,5627,8
5/18/2003,The Phantom Of The Opera,Musical,9995,8
5/18/2003,The Producers,Musical,11810,8
5/18/2003,Thoroughly Modern Millie,Musical,10299,8
5/18/2003,Urban Cowboy,Musical,1549,8
5/18/2003,Urinetown,Musical,4188,8
5/25/2003,42Nd Street '01,Musical,12293,8
5/25/2003,A Year With Frog And Toad,Musical,4136,8
5/25/2003,Aida,Musical,11950,8
5/25/2003,Beauty And The Beast,Musical,10877,8
5/25/2003,Cabaret 98,Musical,6571,8
5/25/2003,Chicago,Musical,8551,8
5/25/2003,Gypsy '03,Musical,10964,8
5/25/2003,Hairspray,Musical,11560,8
5/25/2003,La Bohème,Musical,9659,8
5/25/2003,Mamma Mia!,Musical,11817,8
5/25/2003,Man Of La Mancha 02,Musical,9054,8
5/25/2003,Movin' Out,Musical,9981,8
5/25/2003,Nine,Musical,8274,8
5/25/2003,Rent,Musical,7975,8
5/25/2003,The Lion King,Musical,14377,8
5/25/2003,The Look Of Love,Musical,5350,8
5/25/2003,The Phantom Of The Opera,Musical,11519,8
5/25/2003,The Producers,Musical,11934,8
5/25/2003,Thoroughly Modern Millie,Musical,10825,8
5/25/2003,Urinetown,Musical,4485,8
6/1/2003,42Nd Street '01,Musical,10869,8
6/1/2003,A Year With Frog And Toad,Musical,3704,8
6/1/2003,Aida,Musical,9561,8
6/1/2003,Beauty And The Beast,Musical,7685,8
6/1/2003,Cabaret 98,Musical,5748,8
6/1/2003,Chicago,Musical,8326,8
6/1/2003,Gypsy '03,Musical,10465,8
6/1/2003,Hairspray,Musical,11448,8
6/1/2003,La Bohème,Musical,6990,8
6/1/2003,Mamma Mia!,Musical,11134,8
6/1/2003,Man Of La Mancha 02,Musical,8028,8
6/1/2003,Movin' Out,Musical,8744,8
6/1/2003,Nine,Musical,8516,8
6/1/2003,Rent,Musical,6119,8
6/1/2003,The Lion King,Musical,13699,8
6/1/2003,The Look Of Love,Musical,5704,8
6/1/2003,The Phantom Of The Opera,Musical,10482,8
6/1/2003,The Producers,Musical,11005,8
6/1/2003,Thoroughly Modern Millie,Musical,8627,8
6/1/2003,Urinetown,Musical,4332,8
6/8/2003,42Nd Street '01,Musical,11127,8
6/8/2003,A Year With Frog And Toad,Musical,3510,8
6/8/2003,Aida,Musical,10467,8
6/8/2003,Beauty And The Beast,Musical,8939,8
6/8/2003,Cabaret 98,Musical,5431,8
6/8/2003,Chicago,Musical,8300,8
6/8/2003,Gypsy '03,Musical,11019,8
6/8/2003,Hairspray,Musical,11551,8
6/8/2003,La Bohème,Musical,7530,8
6/8/2003,Mamma Mia!,Musical,11276,8
6/8/2003,Man Of La Mancha 02,Musical,8283,8
6/8/2003,Movin' Out,Musical,9088,8
6/8/2003,Nine,Musical,8560,8
6/8/2003,Rent,Musical,6531,8
6/8/2003,The Lion King,Musical,14329,8
6/8/2003,The Look Of Love,Musical,5355,8
6/8/2003,The Phantom Of The Opera,Musical,10848,8
6/8/2003,The Producers,Musical,11178,8
6/8/2003,Thoroughly Modern Millie,Musical,9832,8
6/8/2003,Urinetown,Musical,4384,8
6/15/2003,42Nd Street '01,Musical,11479,8
6/15/2003,A Year With Frog And Toad,Musical,6135,8
6/15/2003,Aida,Musical,9744,8
6/15/2003,Beauty And The Beast,Musical,8953,8
6/15/2003,Cabaret 98,Musical,5842,8
6/15/2003,Chicago,Musical,8404,8
6/15/2003,Gypsy '03,Musical,11094,8
6/15/2003,Hairspray,Musical,11560,8
6/15/2003,La Bohème,Musical,8227,8
6/15/2003,Mamma Mia!,Musical,11572,8
6/15/2003,Man Of La Mancha 02,Musical,9122,8
6/15/2003,Movin' Out,Musical,9767,8
6/15/2003,Nine,Musical,8598,8
6/15/2003,Rent,Musical,6786,8
6/15/2003,The Lion King,Musical,14347,8
6/15/2003,The Look Of Love,Musical,6403,8
6/15/2003,The Phantom Of The Opera,Musical,10657,8
6/15/2003,The Producers,Musical,11590,8
6/15/2003,Thoroughly Modern Millie,Musical,10361,8
6/15/2003,Urinetown,Musical,4723,8
6/22/2003,42Nd Street '01,Musical,13157,8
6/22/2003,Aida,Musical,11324,8
6/22/2003,Beauty And The Beast,Musical,10661,8
6/22/2003,Cabaret 98,Musical,6726,8
6/22/2003,Chicago,Musical,8725,8
6/22/2003,Gypsy '03,Musical,11347,8
6/22/2003,Hairspray,Musical,11560,8
6/22/2003,La Bohème,Musical,11762,8
6/22/2003,Mamma Mia!,Musical,11935,8
6/22/2003,Man Of La Mancha 02,Musical,9576,8
6/22/2003,Movin' Out,Musical,10309,8
6/22/2003,Nine,Musical,8588,8
6/22/2003,Rent,Musical,8169,8
6/22/2003,The Lion King,Musical,14435,8
6/22/2003,The Phantom Of The Opera,Musical,11791,8
6/22/2003,The Producers,Musical,11596,8
6/22/2003,Thoroughly Modern Millie,Musical,11699,8
6/22/2003,Urinetown,Musical,4912,8
6/29/2003,42Nd Street '01,Musical,12965,8
6/29/2003,Aida,Musical,11434,8
6/29/2003,Beauty And The Beast,Musical,11167,8
6/29/2003,Cabaret 98,Musical,6774,8
6/29/2003,Chicago,Musical,8678,8
6/29/2003,Gypsy '03,Musical,11533,8
6/29/2003,Hairspray,Musical,11560,8
6/29/2003,La Bohème,Musical,12808,8
6/29/2003,Mamma Mia!,Musical,12201,8
6/29/2003,Man Of La Mancha 02,Musical,9365,8
6/29/2003,Movin' Out,Musical,10569,8
6/29/2003,Nine,Musical,8606,8
6/29/2003,Rent,Musical,8741,8
6/29/2003,The Lion King,Musical,14466,8
6/29/2003,The Phantom Of The Opera,Musical,11615,8
6/29/2003,The Producers,Musical,11922,8
6/29/2003,Thoroughly Modern Millie,Musical,11498,8
6/29/2003,Urinetown,Musical,4945,8
7/6/2003,42Nd Street '01,Musical,12016,8
7/6/2003,Aida,Musical,12402,8
7/6/2003,Beauty And The Beast,Musical,10941,8
7/6/2003,Big River '03,Musical,5389,0
7/6/2003,Cabaret 98,Musical,6923,8
7/6/2003,Chicago,Musical,8558,8
7/6/2003,Gypsy '03,Musical,10975,8
7/6/2003,Hairspray,Musical,11560,8
7/6/2003,Mamma Mia!,Musical,11683,8
7/6/2003,Man Of La Mancha 02,Musical,9851,8
7/6/2003,Movin' Out,Musical,9994,8
7/6/2003,Nine,Musical,8565,8
7/6/2003,Rent,Musical,7377,8
7/6/2003,The Lion King,Musical,14276,8
7/6/2003,The Phantom Of The Opera,Musical,11808,8
7/6/2003,The Producers,Musical,10142,8
7/6/2003,Thoroughly Modern Millie,Musical,10370,8
7/6/2003,Urinetown,Musical,4836,8
7/13/2003,42Nd Street '01,Musical,12648,8
7/13/2003,Aida,Musical,11096,8
7/13/2003,Avenue Q,Musical,847,0
7/13/2003,Beauty And The Beast,Musical,8988,8
7/13/2003,Big River '03,Musical,4411,0
7/13/2003,Cabaret 98,Musical,7009,8
7/13/2003,Chicago,Musical,8602,8
7/13/2003,Gypsy '03,Musical,10969,8
7/13/2003,Hairspray,Musical,11560,8
7/13/2003,Mamma Mia!,Musical,11977,8
7/13/2003,Man Of La Mancha 02,Musical,7487,8
7/13/2003,Movin' Out,Musical,10188,8
7/13/2003,Nine,Musical,8590,8
7/13/2003,Rent,Musical,7033,8
7/13/2003,The Lion King,Musical,14479,8
7/13/2003,The Phantom Of The Opera,Musical,10948,8
7/13/2003,The Producers,Musical,11349,8
7/13/2003,Thoroughly Modern Millie,Musical,9767,8
7/13/2003,Urinetown,Musical,4919,8
7/20/2003,42Nd Street '01,Musical,13492,8
7/20/2003,Aida,Musical,12359,8
7/20/2003,Avenue Q,Musical,2695,0
7/20/2003,Beauty And The Beast,Musical,10317,8
7/20/2003,Big River '03,Musical,4530,0
7/20/2003,Cabaret 98,Musical,7001,8
7/20/2003,Chicago,Musical,8650,8
7/20/2003,Gypsy '03,Musical,11327,8
7/20/2003,Hairspray,Musical,11560,8
7/20/2003,Mamma Mia!,Musical,12218,8
7/20/2003,Man Of La Mancha 02,Musical,8938,8
7/20/2003,Movin' Out,Musical,10584,8
7/20/2003,Nine,Musical,8599,8
7/20/2003,Rent,Musical,8164,8
7/20/2003,The Lion King,Musical,14485,8
7/20/2003,The Phantom Of The Opera,Musical,11492,8
7/20/2003,The Producers,Musical,12016,8
7/20/2003,Thoroughly Modern Millie,Musical,11608,8
7/20/2003,Urinetown,Musical,4945,8
7/27/2003,42Nd Street '01,Musical,13959,8
7/27/2003,Aida,Musical,12450,8
7/27/2003,Avenue Q,Musical,3609,0
7/27/2003,Beauty And The Beast,Musical,11298,8
7/27/2003,Big River '03,Musical,4253,4
7/27/2003,Cabaret 98,Musical,6977,8
7/27/2003,Chicago,Musical,8720,8
7/27/2003,Gypsy '03,Musical,10798,8
7/27/2003,Hairspray,Musical,11560,8
7/27/2003,Mamma Mia!,Musical,12220,8
7/27/2003,Man Of La Mancha 02,Musical,9000,8
7/27/2003,Movin' Out,Musical,10560,8
7/27/2003,Nine,Musical,8590,8
7/27/2003,Rent,Musical,9014,8
7/27/2003,The Lion King,Musical,14513,8
7/27/2003,The Phantom Of The Opera,Musical,11997,8
7/27/2003,The Producers,Musical,11911,8
7/27/2003,Thoroughly Modern Millie,Musical,11484,8
7/27/2003,Urinetown,Musical,4964,8
8/3/2003,42Nd Street '01,Musical,13280,8
8/3/2003,Aida,Musical,12320,8
8/3/2003,Avenue Q,Musical,3875,5
8/3/2003,Beauty And The Beast,Musical,11189,8
8/3/2003,Big River '03,Musical,5201,8
8/3/2003,Cabaret 98,Musical,6962,8
8/3/2003,Chicago,Musical,8701,8
8/3/2003,Gypsy '03,Musical,11236,8
8/3/2003,Hairspray,Musical,11560,8
8/3/2003,Mamma Mia!,Musical,12204,8
8/3/2003,Man Of La Mancha 02,Musical,8978,8
8/3/2003,Movin' Out,Musical,10476,8
8/3/2003,Nine,Musical,8608,8
8/3/2003,Rent,Musical,8775,8
8/3/2003,The Lion King,Musical,14525,8
8/3/2003,The Phantom Of The Opera,Musical,11962,8
8/3/2003,The Producers,Musical,11546,8
8/3/2003,Thoroughly Modern Millie,Musical,10954,8
8/3/2003,Urinetown,Musical,4966,8
8/10/2003,42Nd Street '01,Musical,13812,8
8/10/2003,Aida,Musical,12543,8
8/10/2003,Avenue Q,Musical,5358,8
8/10/2003,Beauty And The Beast,Musical,11819,8
8/10/2003,Big River '03,Musical,5328,8
8/10/2003,Cabaret 98,Musical,6941,8
8/10/2003,Chicago,Musical,8720,8
8/10/2003,Gypsy '03,Musical,11440,8
8/10/2003,Hairspray,Musical,11560,8
8/10/2003,Mamma Mia!,Musical,12233,8
8/10/2003,Man Of La Mancha 02,Musical,10133,8
8/10/2003,Movin' Out,Musical,10573,8
8/10/2003,Nine,Musical,8592,8
8/10/2003,Rent,Musical,9393,8
8/10/2003,The Lion King,Musical,14526,8
8/10/2003,The Phantom Of The Opera,Musical,12642,8
8/10/2003,The Producers,Musical,12197,8
8/10/2003,Thoroughly Modern Millie,Musical,11725,8
8/10/2003,Urinetown,Musical,4993,8
8/17/2003,42Nd Street '01,Musical,10606,7
8/17/2003,Aida,Musical,8738,7
8/17/2003,Avenue Q,Musical,4538,7
8/17/2003,Beauty And The Beast,Musical,9181,7
8/17/2003,Big River '03,Musical,4305,7
8/17/2003,Cabaret 98,Musical,5749,7
8/17/2003,Chicago,Musical,7555,7
8/17/2003,Gypsy '03,Musical,9800,7
8/17/2003,Hairspray,Musical,10115,7
8/17/2003,Mamma Mia!,Musical,10443,7
8/17/2003,Man Of La Mancha 02,Musical,8462,7
8/17/2003,Movin' Out,Musical,9554,7
8/17/2003,Nine,Musical,7540,7
8/17/2003,Rent,Musical,8252,7
8/17/2003,The Lion King,Musical,12689,7
8/17/2003,The Phantom Of The Opera,Musical,10681,7
8/17/2003,The Producers,Musical,9925,7
8/17/2003,Thoroughly Modern Millie,Musical,8738,7
8/17/2003,Urinetown,Musical,4079,7
8/24/2003,42Nd Street '01,Musical,12518,8
8/24/2003,Aida,Musical,11860,8
8/24/2003,Avenue Q,Musical,5208,8
8/24/2003,Beauty And The Beast,Musical,9826,8
8/24/2003,Big River '03,Musical,5165,8
8/24/2003,Cabaret 98,Musical,6666,8
8/24/2003,Chicago,Musical,8615,8
8/24/2003,Gypsy '03,Musical,10461,8
8/24/2003,Hairspray,Musical,11560,8
8/24/2003,Mamma Mia!,Musical,11873,8
8/24/2003,Man Of La Mancha 02,Musical,10169,8
8/24/2003,Movin' Out,Musical,9571,8
8/24/2003,Nine,Musical,8522,8
8/24/2003,Rent,Musical,8370,8
8/24/2003,The Lion King,Musical,14571,8
8/24/2003,The Phantom Of The Opera,Musical,11530,8
8/24/2003,The Producers,Musical,10358,8
8/24/2003,Thoroughly Modern Millie,Musical,9879,8
8/24/2003,Urinetown,Musical,4787,8
8/31/2003,42Nd Street '01,Musical,11953,8
8/31/2003,Aida,Musical,11920,8
8/31/2003,Avenue Q,Musical,5316,8
8/31/2003,Beauty And The Beast,Musical,9659,8
8/31/2003,Big River '03,Musical,5361,8
8/31/2003,Cabaret 98,Musical,6358,8
