way,you,look,tonight,lyricssome,day,when,im,awfully,low,when,the,world,is,cold,i,will,feel,a,glow,just,thinking,of,you,and,the,way,you,look,tonight,yes,youre,lovely,with,your,smile,so,warm,and,your,cheeks,so,soft,there,is,nothing,for,me,but,to,love,you,and,the,way,you,look,tonight,with,each,word,your,tenderness,grows,tearing,my,fear,apart,and,that,laugh,that,wrinkles,your,nose,it,touches,my,foolish,heart,lovely,never,ever,change,keep,that,breathless,charm,wont,you,please,arrange,it,cause,i,love,you,just,the,way,you,look,tonight,mm,mm,mm,mm,just,the,way,you,look,tonightyou,might,also
fine,romance,lyricsa,fine,romance,with,no,kisses,a,fine,romance,my,friend,this,is,we,should,be,like,a,couple,of,hot,tomatoes,but,youre,as,cold,as,yesterdays,mashed,potatoes,a,fine,romance,you,wont,nestle,a,fine,romance,you,wont,wrestle,ive,never,mussed,a,crease,in,your,blue,serge,pants,i,never,had,the,chance,this,is,a,fine,romance,a,fine,romance,my,good,fellow,you,take,romance,ill,take,jello,youre,calmer,than,the,seals,in,the,arctic,ocean,at,least,they,flap,their,fins,to,express,emotion,a,fine,romance,with,no,quarrels,with,no,insults,and,all,the,morals,youre,just,as,hard,to,land,as,the,ile,de,france,i,never,get,the,chance,this,is,a,fine,romance,a,fine,romance,with,no,kisses,a,fine,romance,my,friend,this,is,true,love,should,have,the,thrills,that,a,healthy,crime,has,we,dont,have,half,the,thrills,that,the,march,of,time,has,a,fine,romance,with,no,clinches,a,fine,romance,with,no,pinches,you,never,give,the,orchids,i,send,a,glance,no,you,like,cactus,plants,this,is,a,fine,romanceyou,might,also
